Class,Biological Process,Gene
Cell Function,Proteotoxic Stress,BCL2 
Cell Function,Proteotoxic Stress,CAPN2 
Cell Function,Proteotoxic Stress,CASP12 
Cell Function,Proteotoxic Stress,CUL1 
Cell Function,Proteotoxic Stress,DDIT3 
Cell Function,Proteotoxic Stress,EIF2AK2 
Cell Function,Proteotoxic Stress,ERO1A 
Cell Function,Proteotoxic Stress,HSP90B1 
Cell Function,Proteotoxic Stress,HSPA1A 
Cell Function,Proteotoxic Stress,HSPA2 
Cell Function,Proteotoxic Stress,HSPA6 
Cell Function,Proteotoxic Stress,MAP3K5 
Cell Function,Proteotoxic Stress,MAPK10 
Cell Function,Proteotoxic Stress,MAPK8 
Cell Function,Proteotoxic Stress,MAPK9 
Cell Function,Proteotoxic Stress,NFE2L2 
Cell Function,Proteotoxic Stress,RBX1 
Cell Function,Proteotoxic Stress,SKP1 
Cell Function,Proteotoxic Stress,TRAF2 
Cell Function,Proteotoxic Stress,USP9Y
Cell Function,RNA Processing,ANP32B 
Cell Function,RNA Processing,API5 
Cell Function,RNA Processing,ATP11C 
Cell Function,RNA Processing,BCOR 
Cell Function,RNA Processing,CD3EAP 
Cell Function,RNA Processing,CNOT2 
Cell Function,RNA Processing,CPSF7 
Cell Function,RNA Processing,DACH2 
Cell Function,RNA Processing,EIF5AL1 
Cell Function,RNA Processing,FUBP1 
Cell Function,RNA Processing,GTF3C1 
Cell Function,RNA Processing,HMGN5 
Cell Function,RNA Processing,ILF3 
Cell Function,RNA Processing,MBNL1 
Cell Function,RNA Processing,MBNL3 
Cell Function,RNA Processing,MED12 
Cell Function,RNA Processing,MRM2 
Cell Function,RNA Processing,MTF2 
Cell Function,RNA Processing,NASP 
Cell Function,RNA Processing,PHF6 
Cell Function,RNA Processing,PRMT8 
Cell Function,RNA Processing,PTCD2 
Cell Function,RNA Processing,PURA 
Cell Function,RNA Processing,RPL7A 
Cell Function,RNA Processing,RYBP 
Cell Function,RNA Processing,SETBP1 
Cell Function,RNA Processing,SF3B1 
Cell Function,RNA Processing,SRP54 
Cell Function,RNA Processing,SRSF2 
Cell Function,RNA Processing,TAF3 
Cell Function,RNA Processing,U2AF1 
Cell Function,RNA Processing,YTHDF2 
Cell Function,RNA Processing,ZBTB20 
Cell Function,RNA Processing,ZBTB32 
Cell Function,RNA Processing,ZNF205
Cell Function,Senescence,AKT1 
Cell Function,Senescence,AKT2 
Cell Function,Senescence,AKT3 
Cell Function,Senescence,ATM 
Cell Function,Senescence,ATR 
Cell Function,Senescence,BMI1 
Cell Function,Senescence,CACNA1D 
Cell Function,Senescence,CALML3 
Cell Function,Senescence,CALML5 
Cell Function,Senescence,CALML6 
Cell Function,Senescence,CAPN2 
Cell Function,Senescence,CCNA1 
Cell Function,Senescence,CCNA2 
Cell Function,Senescence,CCNB1 
Cell Function,Senescence,CCNB3 
Cell Function,Senescence,CCND1 
Cell Function,Senescence,CCND2 
Cell Function,Senescence,CCND3 
Cell Function,Senescence,CCNE1 
Cell Function,Senescence,CCNE2 
Cell Function,Senescence,CDC25A 
Cell Function,Senescence,CDK1 
Cell Function,Senescence,CDK2 
Cell Function,Senescence,CDK4 
Cell Function,Senescence,CDK6 
Cell Function,Senescence,CDKN1A 
Cell Function,Senescence,CDKN1B 
Cell Function,Senescence,CDKN2A 
Cell Function,Senescence,CDKN2B 
Cell Function,Senescence,CDKN2C 
Cell Function,Senescence,CDKN2D 
Cell Function,Senescence,CEBPB 
Cell Function,Senescence,CHEK1 
Cell Function,Senescence,CHEK2 
Cell Function,Senescence,CXCL8 
Cell Function,Senescence,E2F1 
Cell Function,Senescence,E2F3 
Cell Function,Senescence,E2F4 
Cell Function,Senescence,E2F5 
Cell Function,Senescence,EIF4EBP1 
Cell Function,Senescence,ETS1 
Cell Function,Senescence,ETS2 
Cell Function,Senescence,EZH2 
Cell Function,Senescence,FOS 
Cell Function,Senescence,FOXM1 
Cell Function,Senescence,GADD45A 
Cell Function,Senescence,GADD45B 
Cell Function,Senescence,GADD45G 
Cell Function,Senescence,H2AX 
Cell Function,Senescence,H3-3A 
Cell Function,Senescence,HLA-A 
Cell Function,Senescence,HLA-B 
Cell Function,Senescence,HLA-C 
Cell Function,Senescence,HLA-E 
Cell Function,Senescence,HLA-F 
Cell Function,Senescence,HLA-G 
Cell Function,Senescence,HMGA1 
Cell Function,Senescence,HMGA2 
Cell Function,Senescence,HRAS 
Cell Function,Senescence,ID1 
Cell Function,Senescence,IFNB1 
Cell Function,Senescence,IGFBP3 
Cell Function,Senescence,IL1A 
Cell Function,Senescence,IL6 
Cell Function,Senescence,JUN 
Cell Function,Senescence,KIR Family 
Cell Function,Senescence,KRAS 
Cell Function,Senescence,MAP2K1 
Cell Function,Senescence,MAP2K2 
Cell Function,Senescence,MAP2K4 
Cell Function,Senescence,MAP2K6 
Cell Function,Senescence,MAP3K5 
Cell Function,Senescence,MAPK1 
Cell Function,Senescence,MAPK10 
Cell Function,Senescence,MAPK11 
Cell Function,Senescence,MAPK12 
Cell Function,Senescence,MAPK14 
Cell Function,Senescence,MAPK3 
Cell Function,Senescence,MAPK8 
Cell Function,Senescence,MAPK9 
Cell Function,Senescence,MAPKAPK2 
Cell Function,Senescence,MDM2 
Cell Function,Senescence,MDM4 
Cell Function,Senescence,MRE11 
Cell Function,Senescence,MTOR 
Cell Function,Senescence,MYBL2 
Cell Function,Senescence,MYC 
Cell Function,Senescence,NBN 
Cell Function,Senescence,NFATC1 
Cell Function,Senescence,NFATC2 
Cell Function,Senescence,NFATC3 
Cell Function,Senescence,NFATC4 
Cell Function,Senescence,NFKB1 
Cell Function,Senescence,NRAS 
Cell Function,Senescence,PIK3CA 
Cell Function,Senescence,PIK3CB 
Cell Function,Senescence,PIK3CD 
Cell Function,Senescence,PIK3R1 
Cell Function,Senescence,PIK3R2 
Cell Function,Senescence,PIK3R3 
Cell Function,Senescence,PPP3CA 
Cell Function,Senescence,PPP3CB 
Cell Function,Senescence,PPP3CC 
Cell Function,Senescence,PPP3R1 
Cell Function,Senescence,PPP3R2 
Cell Function,Senescence,PTEN 
Cell Function,Senescence,RAD50 
Cell Function,Senescence,RAF1 
Cell Function,Senescence,RB1 
Cell Function,Senescence,RBL2 
Cell Function,Senescence,RELA 
Cell Function,Senescence,RPS27A 
Cell Function,Senescence,RRAS2 
Cell Function,Senescence,SMAD2 
Cell Function,Senescence,SMAD3 
Cell Function,Senescence,SP1 
Cell Function,Senescence,STAT3 
Cell Function,Senescence,TFDP1 
Cell Function,Senescence,TGFB1 
Cell Function,Senescence,TGFB2 
Cell Function,Senescence,TGFB3 
Cell Function,Senescence,TGFBR1 
Cell Function,Senescence,TGFBR2 
Cell Function,Senescence,TP53 
Cell Function,Senescence,TSC1 
Cell Function,Senescence,UBB 
Cell Function,Senescence,UBC 
Cell Function,Senescence,UBE2C
Immune Response,Chemokine Signaling,AKT1 
Immune Response,Chemokine Signaling,AKT2 
Immune Response,Chemokine Signaling,AKT3 
Immune Response,Chemokine Signaling,BAD 
Immune Response,Chemokine Signaling,BRAF 
Immune Response,Chemokine Signaling,CCL1 
Immune Response,Chemokine Signaling,CCL11 
Immune Response,Chemokine Signaling,CCL13 
Immune Response,Chemokine Signaling,CCL14 
Immune Response,Chemokine Signaling,CCL15 
Immune Response,Chemokine Signaling,CCL16 
Immune Response,Chemokine Signaling,CCL17 
Immune Response,Chemokine Signaling,CCL18 
Immune Response,Chemokine Signaling,CCL19 
Immune Response,Chemokine Signaling,CCL2 
Immune Response,Chemokine Signaling,CCL20 
Immune Response,Chemokine Signaling,CCL21 
Immune Response,Chemokine Signaling,CCL22 
Immune Response,Chemokine Signaling,CCL23 
Immune Response,Chemokine Signaling,CCL24 
Immune Response,Chemokine Signaling,CCL25 
Immune Response,Chemokine Signaling,CCL26 
Immune Response,Chemokine Signaling,CCL27 
Immune Response,Chemokine Signaling,CCL28 
Immune Response,Chemokine Signaling,CCL3/L1
Immune Response,Chemokine Signaling,CCL4 
Immune Response,Chemokine Signaling,CCL5 
Immune Response,Chemokine Signaling,CCL7 
Immune Response,Chemokine Signaling,CCL8 
Immune Response,Chemokine Signaling,CCR1 
Immune Response,Chemokine Signaling,CCR2 
Immune Response,Chemokine Signaling,CCR3 
Immune Response,Chemokine Signaling,CCR4 
Immune Response,Chemokine Signaling,CCR5 
Immune Response,Chemokine Signaling,CCR6 
Immune Response,Chemokine Signaling,CCR7 
Immune Response,Chemokine Signaling,CCR9 
Immune Response,Chemokine Signaling,CCRL2 
Immune Response,Chemokine Signaling,CHUK 
Immune Response,Chemokine Signaling,CMKLR1 
Immune Response,Chemokine Signaling,CX3CL1 
Immune Response,Chemokine Signaling,CX3CR1 
Immune Response,Chemokine Signaling,CXCL1 
Immune Response,Chemokine Signaling,CXCL10 
Immune Response,Chemokine Signaling,CXCL11 
Immune Response,Chemokine Signaling,CXCL12 
Immune Response,Chemokine Signaling,CXCL13 
Immune Response,Chemokine Signaling,CXCL14 
Immune Response,Chemokine Signaling,CXCL16 
Immune Response,Chemokine Signaling,CXCL2 
Immune Response,Chemokine Signaling,CXCL3 
Immune Response,Chemokine Signaling,CXCL5 
Immune Response,Chemokine Signaling,CXCL6 
Immune Response,Chemokine Signaling,CXCL8 
Immune Response,Chemokine Signaling,CXCL9 
Immune Response,Chemokine Signaling,CXCR1 
Immune Response,Chemokine Signaling,CXCR2 
Immune Response,Chemokine Signaling,CXCR3 
Immune Response,Chemokine Signaling,CXCR4 
Immune Response,Chemokine Signaling,CXCR5 
Immune Response,Chemokine Signaling,CXCR6 
Immune Response,Chemokine Signaling,ELMO1 
Immune Response,Chemokine Signaling,GNG12 
Immune Response,Chemokine Signaling,GNG4 
Immune Response,Chemokine Signaling,GNG7 
Immune Response,Chemokine Signaling,GNGT1 
Immune Response,Chemokine Signaling,GRB2 
Immune Response,Chemokine Signaling,GSK3B 
Immune Response,Chemokine Signaling,HCK 
Immune Response,Chemokine Signaling,HRAS 
Immune Response,Chemokine Signaling,IKBKB 
Immune Response,Chemokine Signaling,IKBKG 
Immune Response,Chemokine Signaling,ITK 
Immune Response,Chemokine Signaling,JAK2 
Immune Response,Chemokine Signaling,JAK3 
Immune Response,Chemokine Signaling,KRAS 
Immune Response,Chemokine Signaling,LYN 
Immune Response,Chemokine Signaling,MAP2K1 
Immune Response,Chemokine Signaling,MAPK1 
Immune Response,Chemokine Signaling,MAPK3 
Immune Response,Chemokine Signaling,NFKB1 
Immune Response,Chemokine Signaling,NFKBIA 
Immune Response,Chemokine Signaling,NRAS 
Immune Response,Chemokine Signaling,PF4 
Immune Response,Chemokine Signaling,PIK3CA 
Immune Response,Chemokine Signaling,PIK3CB 
Immune Response,Chemokine Signaling,PIK3CD 
Immune Response,Chemokine Signaling,PIK3CG 
Immune Response,Chemokine Signaling,PIK3R1 
Immune Response,Chemokine Signaling,PIK3R2 
Immune Response,Chemokine Signaling,PIK3R3 
Immune Response,Chemokine Signaling,PIK3R5 
Immune Response,Chemokine Signaling,PLCB1 
Immune Response,Chemokine Signaling,PLCB4 
Immune Response,Chemokine Signaling,PPBP 
Immune Response,Chemokine Signaling,PRKACA 
Immune Response,Chemokine Signaling,PRKACB 
Immune Response,Chemokine Signaling,PRKACG 
Immune Response,Chemokine Signaling,PRKCB 
Immune Response,Chemokine Signaling,PRKCD 
Immune Response,Chemokine Signaling,RAC1 
Immune Response,Chemokine Signaling,RAC2 
Immune Response,Chemokine Signaling,RAC3 
Immune Response,Chemokine Signaling,RAF1 
Immune Response,Chemokine Signaling,RASGRP2 
Immune Response,Chemokine Signaling,RELA 
Immune Response,Chemokine Signaling,RHOA 
Immune Response,Chemokine Signaling,ROCK1 
Immune Response,Chemokine Signaling,SHC1 
Immune Response,Chemokine Signaling,SHC2 
Immune Response,Chemokine Signaling,SHC3 
Immune Response,Chemokine Signaling,SHC4 
Immune Response,Chemokine Signaling,SOS1 
Immune Response,Chemokine Signaling,SOS2 
Immune Response,Chemokine Signaling,STAT1 
Immune Response,Chemokine Signaling,STAT2 
Immune Response,Chemokine Signaling,STAT3 
Immune Response,Chemokine Signaling,STAT5B 
Immune Response,Chemokine Signaling,TIAM1 
Immune Response,Chemokine Signaling,XCL1/2
Immune Response,Chemokine Signaling,XCR1
Immune Response,Cytotoxicity,GZMA 
Immune Response,Cytotoxicity,GZMB 
Immune Response,Cytotoxicity,GZMH 
Immune Response,Cytotoxicity,GZMK 
Immune Response,Cytotoxicity,GZMM 
Immune Response,Cytotoxicity,PRF1
Immune Response,IL-1 Signaling,APP 
Immune Response,IL-1 Signaling,CASP1 
Immune Response,IL-1 Signaling,CHUK 
Immune Response,IL-1 Signaling,CTSG 
Immune Response,IL-1 Signaling,CUL1 
Immune Response,IL-1 Signaling,HMGB1 
Immune Response,IL-1 Signaling,IKBKB 
Immune Response,IL-1 Signaling,IKBKG 
Immune Response,IL-1 Signaling,IL13 
Immune Response,IL-1 Signaling,IL18 
Immune Response,IL-1 Signaling,IL18R1 
Immune Response,IL-1 Signaling,IL18RAP 
Immune Response,IL-1 Signaling,IL1A 
Immune Response,IL-1 Signaling,IL1B 
Immune Response,IL-1 Signaling,IL1R1 
Immune Response,IL-1 Signaling,IL1R2 
Immune Response,IL-1 Signaling,IL1RL1 
Immune Response,IL-1 Signaling,IL1RL2 
Immune Response,IL-1 Signaling,IL1RN 
Immune Response,IL-1 Signaling,IL33 
Immune Response,IL-1 Signaling,IL4 
Immune Response,IL-1 Signaling,IRAK1 
Immune Response,IL-1 Signaling,IRAK2 
Immune Response,IL-1 Signaling,IRAK3 
Immune Response,IL-1 Signaling,IRAK4 
Immune Response,IL-1 Signaling,MAP2K1 
Immune Response,IL-1 Signaling,MAP2K4 
Immune Response,IL-1 Signaling,MAP2K6 
Immune Response,IL-1 Signaling,MAP3K7 
Immune Response,IL-1 Signaling,MAP3K8 
Immune Response,IL-1 Signaling,MAPK8 
Immune Response,IL-1 Signaling,MYD88 
Immune Response,IL-1 Signaling,NFKB1 
Immune Response,IL-1 Signaling,NFKB2 
Immune Response,IL-1 Signaling,NFKBIA 
Immune Response,IL-1 Signaling,NOD1 
Immune Response,IL-1 Signaling,NOD2 
Immune Response,IL-1 Signaling,PSMB10 
Immune Response,IL-1 Signaling,PSMB2 
Immune Response,IL-1 Signaling,PSMB5 
Immune Response,IL-1 Signaling,PSMB7 
Immune Response,IL-1 Signaling,PSMB8 
Immune Response,IL-1 Signaling,PSMB9 
Immune Response,IL-1 Signaling,PSMC4 
Immune Response,IL-1 Signaling,PSMD7 
Immune Response,IL-1 Signaling,PTPN11 
Immune Response,IL-1 Signaling,PTPN5 
Immune Response,IL-1 Signaling,RBX1 
Immune Response,IL-1 Signaling,RELA 
Immune Response,IL-1 Signaling,RIPK2 
Immune Response,IL-1 Signaling,RPS27A 
Immune Response,IL-1 Signaling,S100A12 
Immune Response,IL-1 Signaling,S100B 
Immune Response,IL-1 Signaling,SAA1 
Immune Response,IL-1 Signaling,SIGIRR 
Immune Response,IL-1 Signaling,SKP1 
Immune Response,IL-1 Signaling,SMAD3 
Immune Response,IL-1 Signaling,STAT3 
Immune Response,IL-1 Signaling,TAB1 
Immune Response,IL-1 Signaling,TBK1 
Immune Response,IL-1 Signaling,TOLLIP 
Immune Response,IL-1 Signaling,TRAF6 
Immune Response,IL-1 Signaling,UBB 
Immune Response,IL-1 Signaling,UBC
Immune Response,IL-17 Signaling,ATF1 
Immune Response,IL-17 Signaling,ATF2 
Immune Response,IL-17 Signaling,CHUK 
Immune Response,IL-17 Signaling,CKLF 
Immune Response,IL-17 Signaling,CREB1 
Immune Response,IL-17 Signaling,CUL1 
Immune Response,IL-17 Signaling,DUSP4 
Immune Response,IL-17 Signaling,DUSP6 
Immune Response,IL-17 Signaling,ELK1 
Immune Response,IL-17 Signaling,FOS 
Immune Response,IL-17 Signaling,IKBKB 
Immune Response,IL-17 Signaling,IKBKG 
Immune Response,IL-17 Signaling,IL17A 
Immune Response,IL-17 Signaling,IL17B 
Immune Response,IL-17 Signaling,IL17F 
Immune Response,IL-17 Signaling,IL17RA 
Immune Response,IL-17 Signaling,IL17RB 
Immune Response,IL-17 Signaling,IL1RAPL2 
Immune Response,IL-17 Signaling,IL25 
Immune Response,IL-17 Signaling,IRAK1 
Immune Response,IL-17 Signaling,IRAK2 
Immune Response,IL-17 Signaling,JUN 
Immune Response,IL-17 Signaling,MAP2K1 
Immune Response,IL-17 Signaling,MAP2K4 
Immune Response,IL-17 Signaling,MAP2K6 
Immune Response,IL-17 Signaling,MAP3K7 
Immune Response,IL-17 Signaling,MAP3K8 
Immune Response,IL-17 Signaling,MAPK1 
Immune Response,IL-17 Signaling,MAPK10 
Immune Response,IL-17 Signaling,MAPK11 
Immune Response,IL-17 Signaling,MAPK14 
Immune Response,IL-17 Signaling,MAPK3 
Immune Response,IL-17 Signaling,MAPK8 
Immune Response,IL-17 Signaling,MAPK9 
Immune Response,IL-17 Signaling,MAPKAPK2 
Immune Response,IL-17 Signaling,MEF2C 
Immune Response,IL-17 Signaling,NFKB1 
Immune Response,IL-17 Signaling,NOD1 
Immune Response,IL-17 Signaling,NOD2 
Immune Response,IL-17 Signaling,PPP2CB 
Immune Response,IL-17 Signaling,PPP2R1A 
Immune Response,IL-17 Signaling,RIPK2 
Immune Response,IL-17 Signaling,RPS27A 
Immune Response,IL-17 Signaling,RPS6KA5 
Immune Response,IL-17 Signaling,SKP1 
Immune Response,IL-17 Signaling,TAB1 
Immune Response,IL-17 Signaling,TRAF6 
Immune Response,IL-17 Signaling,UBB 
Immune Response,IL-17 Signaling,UBC
Immune Response,IL-2 Signaling,CSF2 
Immune Response,IL-2 Signaling,CSF2RB 
Immune Response,IL-2 Signaling,GRB2 
Immune Response,IL-2 Signaling,HAVCR2 
Immune Response,IL-2 Signaling,IL15 
Immune Response,IL-2 Signaling,IL15RA 
Immune Response,IL-2 Signaling,IL2 
Immune Response,IL-2 Signaling,IL21 
Immune Response,IL-2 Signaling,IL21R 
Immune Response,IL-2 Signaling,IL2RA 
Immune Response,IL-2 Signaling,IL2RB 
Immune Response,IL-2 Signaling,IL2RG 
Immune Response,IL-2 Signaling,IL3 
Immune Response,IL-2 Signaling,IL3RA 
Immune Response,IL-2 Signaling,IL5 
Immune Response,IL-2 Signaling,IL5RA 
Immune Response,IL-2 Signaling,IL9 
Immune Response,IL-2 Signaling,INPP5D 
Immune Response,IL-2 Signaling,JAK1 
Immune Response,IL-2 Signaling,JAK2 
Immune Response,IL-2 Signaling,JAK3 
Immune Response,IL-2 Signaling,LCK 
Immune Response,IL-2 Signaling,LGALS9 
Immune Response,IL-2 Signaling,PIK3CA 
Immune Response,IL-2 Signaling,PIK3CB 
Immune Response,IL-2 Signaling,PIK3CD 
Immune Response,IL-2 Signaling,PIK3R1 
Immune Response,IL-2 Signaling,PIK3R2 
Immune Response,IL-2 Signaling,PIK3R3 
Immune Response,IL-2 Signaling,SHC1 
Immune Response,IL-2 Signaling,SOS1 
Immune Response,IL-2 Signaling,SOS2 
Immune Response,IL-2 Signaling,STAT1 
Immune Response,IL-2 Signaling,STAT3 
Immune Response,IL-2 Signaling,STAT4 
Immune Response,IL-2 Signaling,STAT5B 
Immune Response,IL-2 Signaling,SYK
Immune Response,IL-6 Signaling,CBL 
Immune Response,IL-6 Signaling,CLCF1 
Immune Response,IL-6 Signaling,CNTFR 
Immune Response,IL-6 Signaling,IL11 
Immune Response,IL-6 Signaling,IL11RA 
Immune Response,IL-6 Signaling,IL6 
Immune Response,IL-6 Signaling,IL6R 
Immune Response,IL-6 Signaling,IL6ST 
Immune Response,IL-6 Signaling,JAK1 
Immune Response,IL-6 Signaling,JAK2 
Immune Response,IL-6 Signaling,LIF 
Immune Response,IL-6 Signaling,LIFR 
Immune Response,IL-6 Signaling,OSM 
Immune Response,IL-6 Signaling,PTPN11 
Immune Response,IL-6 Signaling,SOCS3 
Immune Response,IL-6 Signaling,STAT1 
Immune Response,IL-6 Signaling,STAT3 
Immune Response,IL-6 Signaling,TYK2
Immune Response,Immune Exhaustion,BATF 
Immune Response,Immune Exhaustion,CASP3 
Immune Response,Immune Exhaustion,CCL3/L1 
Immune Response,Immune Exhaustion,CD160 
Immune Response,Immune Exhaustion,CD244 
Immune Response,Immune Exhaustion,CD86 
Immune Response,Immune Exhaustion,CTLA4 
Immune Response,Immune Exhaustion,EOMES 
Immune Response,Immune Exhaustion,FASLG 
Immune Response,Immune Exhaustion,HAVCR2 
Immune Response,Immune Exhaustion,IRF4 
Immune Response,Immune Exhaustion,KLRG1 
Immune Response,Immune Exhaustion,LAG3 
Immune Response,Immune Exhaustion,LILRB4 
Immune Response,Immune Exhaustion,PBX3 
Immune Response,Immune Exhaustion,PDCD1 
Immune Response,Immune Exhaustion,TIGIT 
Immune Response,Immune Exhaustion,TNFRSF9 
Immune Response,Immune Exhaustion,TNFSF9 
Immune Response,Immune Exhaustion,TOX
Immune Response,Interferon Response Genes,DDX58 
Immune Response,Interferon Response Genes,EIF2AK2 
Immune Response,Interferon Response Genes,FLNA 
Immune Response,Interferon Response Genes,FLNB 
Immune Response,Interferon Response Genes,IFIT1 
Immune Response,Interferon Response Genes,IRF3 
